master_id,analysis_cell,predictor,time,threshold,estimate_SENSITIVITY,estimate_SPECIFICITY,ci_low_SENSITIVITY,ci_low_SPECIFICITY,ci_high_SENSITIVITY,ci_high_SPECIFICITY,test_id,likelihood_ratio_positive,likelihood_ratio_negative,lr_positive_plausible_low,lr_positive_plausible_high,lr_negative_plausible_low,lr_negative_plausible_high,uncertainty_note,causal_note,pretest_probability,post_test_probability_positive,post_test_probability_negative,positive_plausible_low,positive_plausible_high,negative_plausible_low,negative_plausible_high,cohort_size,modeled_responders,modeled_nonresponders,true_positive_tests,false_negative_tests,true_negative_tests,false_positive_tests,all_negative_tests,residual_response_probability_among_test_negatives,scenario_note
FT-012,LIT_DTA,Lumbar infusion test,Varied,Study-specific,0.775,0.283,0.702,0.19,0.834,0.399,FT-012 | Lumbar infusion test | Study-specific,1.0808926080892607,0.7950530035335689,0.8666666666666666,1.3876871880199666,0.41604010025062665,1.5684210526315792,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.65,0.6674837683847886,0.5962087240114146,0.6167883211678832,0.7204465412984251,0.43587154110280757,0.7444273635664874,100,65.0,35.0,50.375,14.624999999999998,9.905,25.095000000000002,24.529999999999998,0.5962087240114146,Modeled per 100 tested from review-level sensitivity/specificity; not observed causal harm. Selection and verification bias may affect transportability.
FT-012,LIT_DTA,Lumbar infusion test,Varied,Study-specific,0.775,0.283,0.702,0.19,0.834,0.399,FT-012 | Lumbar infusion test | Study-specific,1.0808926080892607,0.7950530035335689,0.8666666666666666,1.3876871880199666,0.41604010025062665,1.5684210526315792,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.8,0.8121561435682473,0.7607776838546069,0.7761194029850748,0.8473456946913894,0.6246472248353717,0.8625180897250362,100,80.0,19.999999999999996,62.0,18.0,5.659999999999998,14.34,23.659999999999997,0.7607776838546071,Modeled per 100 tested from review-level sensitivity/specificity; not observed causal harm. Selection and verification bias may affect transportability.
FT-012,TAP_TEST_DTA,CSF tap test,Varied,Study-specific,0.641,0.548,0.492,0.418,0.766,0.672,FT-012 | CSF tap test | Study-specific,1.4181415929203542,0.6551094890510948,0.8453608247422679,2.335365853658537,0.3482142857142857,1.2153110047846891,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.5,0.5864592863677952,0.39581036383682466,0.45810055865921784,0.70018281535649,0.2582781456953642,0.5485961123110152,100,50.0,50.0,32.05,17.95,27.400000000000002,22.599999999999998,45.35,0.39581036383682466,Modeled per 100 tested from review-level sensitivity/specificity; not observed causal harm. Selection and verification bias may affect transportability.
FT-012,TAP_TEST_DTA,CSF tap test,Varied,Study-specific,0.641,0.548,0.492,0.418,0.766,0.672,FT-012 | CSF tap test | Study-specific,1.4181415929203542,0.6551094890510948,0.8453608247422679,2.335365853658537,0.3482142857142857,1.2153110047846891,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.65,0.7247977733321737,0.5488651064330237,0.6108882521489972,0.8126326097600785,0.3927188226181255,0.6929695697796433,100,65.0,35.0,41.665,23.335,19.18,15.819999999999999,42.515,0.5488651064330237,Modeled per 100 tested from review-level sensitivity/specificity; not observed causal harm. Selection and verification bias may affect transportability.
FT-012,TAP_TEST_DTA,CSF tap test,Varied,Study-specific,0.641,0.548,0.492,0.418,0.766,0.672,FT-012 | CSF tap test | Study-specific,1.4181415929203542,0.6551094890510948,0.8453608247422679,2.335365853658537,0.3482142857142857,1.2153110047846891,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.8,0.850132625994695,0.7237903225806451,0.7717647058823529,0.9033018867924528,0.582089552238806,0.8293877551020409,100,80.0,19.999999999999996,51.28,28.72,10.959999999999999,9.039999999999997,39.68,0.7237903225806451,Modeled per 100 tested from review-level sensitivity/specificity; not observed causal harm. Selection and verification bias may affect transportability.
FT-032,STRUCTURAL_IMAGING,DESH,Varied,NR,0.59,0.6599999999999999,0.38,0.5700000000000001,0.77,0.74,FT-032 | DESH | NR,1.7352941176470584,0.6212121212121213,0.8837209302325583,2.9615384615384617,0.3108108108108108,1.087719298245614,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.5,0.6344086021505376,0.383177570093458,0.46913580246913583,0.7475728155339806,0.23711340206185566,0.5210084033613446,100,50.0,50.0,29.5,20.5,32.99999999999999,17.000000000000004,53.49999999999999,0.383177570093458,Modeled per 100 tested from review-level sensitivity/specificity; not observed causal harm. Selection and verification bias may affect transportability.
FT-032,STRUCTURAL_IMAGING,DESH,Varied,NR,0.59,0.6599999999999999,0.38,0.5700000000000001,0.77,0.74,FT-032 | DESH | NR,1.7352941176470584,0.6212121212121213,0.8837209302325583,2.9615384615384617,0.3108108108108108,1.087719298245614,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.65,0.7631840796019901,0.5356783919597992,0.6213836477987421,0.8461538461538461,0.3659730722154223,0.6688796680497926,100,65.0,35.0,38.35,26.650000000000002,23.099999999999998,11.900000000000002,49.75,0.535678391959799,Modeled per 100 tested from review-level sensitivity/specificity; not observed causal harm. Selection and verification bias may affect transportability.
FT-032,STRUCTURAL_IMAGING,DESH,Varied,NR,0.59,0.6599999999999999,0.38,0.5700000000000001,0.77,0.74,FT-032 | DESH | NR,1.7352941176470584,0.6212121212121213,0.8837209302325583,2.9615384615384617,0.3108108108108108,1.087719298245614,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.8,0.8740740740740741,0.7130434782608697,0.7794871794871796,0.9221556886227545,0.5542168674698795,0.8131147540983606,100,80.0,19.999999999999996,47.199999999999996,32.800000000000004,13.199999999999996,6.800000000000001,46.0,0.7130434782608697,Modeled per 100 tested from review-level sensitivity/specificity; not observed causal harm. Selection and verification bias may affect transportability.
FT-036,ELD_DTA,Extended lumbar drainage,Varied,Study-specific ELD response,0.94,0.8500000000000001,0.41,0.3299999999999999,1.0,1.0,FT-036 | Extended lumbar drainage | Study-specific ELD response,6.266666666666671,0.0705882352941175,0.6119402985074627,inf,0.0,1.787878787878788,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.5,0.8623853211009175,0.06593406593406581,0.37962962962962965,,0.0,0.641304347826087,100,50.0,50.0,47.0,3.0000000000000027,42.50000000000001,7.499999999999996,45.50000000000001,0.06593406593406598,Modeled per 100 tested from review-level sensitivity/specificity; not observed causal harm. Selection and verification bias may affect transportability.
FT-036,ELD_DTA,Extended lumbar drainage,Varied,Study-specific ELD response,0.94,0.8500000000000001,0.41,0.3299999999999999,1.0,1.0,FT-036 | Extended lumbar drainage | Study-specific ELD response,6.266666666666671,0.0705882352941175,0.6119402985074627,inf,0.0,1.787878787878788,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.65,0.9208741522230596,0.11589895988112905,0.531936127744511,,0.0,0.7685370741482968,100,65.0,35.0,61.099999999999994,3.9000000000000035,29.750000000000004,5.2499999999999964,33.650000000000006,0.11589895988112936,Modeled per 100 tested from review-level sensitivity/specificity; not observed causal harm. Selection and verification bias may affect transportability.
FT-036,ELD_DTA,Extended lumbar drainage,Varied,Study-specific ELD response,0.94,0.8500000000000001,0.41,0.3299999999999999,1.0,1.0,FT-036 | Extended lumbar drainage | Study-specific ELD response,6.266666666666671,0.0705882352941175,0.6119402985074627,inf,0.0,1.787878787878788,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.8,0.9616368286445013,0.22018348623853176,0.70995670995671,,0.0,0.8773234200743495,100,80.0,19.999999999999996,75.19999999999999,4.800000000000004,17.0,2.999999999999998,21.800000000000004,0.22018348623853226,Modeled per 100 tested from review-level sensitivity/specificity; not observed causal harm. Selection and verification bias may affect transportability.
